date,TICKER,Y
19650129,NCM,1
19650129,ACD,0
19650129,ABP,1
19650129,T,1
19650129,AME,1
19650129,A,0
19650129,ADM,1
19650129,DG,1
19650129,APC,0
19650129,CFG,0
19650129,CAH,1
19650129,C,1
19650129,KO,0
19650129,COG,0
19650129,ED,1
19650129,DTE,1
19650129,ENX,0
19650129,J,1
19650129,GD,0
19650129,GE,0
19650129,GM,1
19650129,IR,1
19650129,IBM,0
19650129,IT,0
19650129,KSU,1
19650129,MRO,1
19650129,M,1
19650129,MA,1
19650129,MGM,0
19650129,PCG,1
19650129,PEP,0
19650129,MO,0
19650129,P,0
19650129,PVH,1
19650129,SLB,0
19650129,L,1
19650129,HCA,1
19650129,SD,1
19650129,STX,1
19650129,TEL,0
19650129,UTX,1
19650129,X,1
19650129,VMC,0
19650129,WM,1
19650129,WU,0
19650129,WX,0
19650129,Z,1
19650129,MS,0
19650129,TXN,1
19650129,SCE,1
19650129,CI,0
19650129,DXC,1
19650129,DHI,1
19650129,GS,0
19650129,GT,1
19650129,HSY,0
19650129,KR,1
19650129,MES,0
19650129,GIS,0
19650129,ALL,0
19650129,HAT,0
19650129,MHP,0
19650129,KMB,1
19650129,UA,1
19650129,GPV,1
19650129,PG,1
19650129,ES,0
19650129,AHP,1
19650129,HON,0
19650129,SO,1
19650129,CTR,1
19650129,CL,0
19650129,ACN,0
19650129,BK,0
19650129,NV,1
19650129,FMC,1
19650129,D,0
19650129,DE,0
19650129,BMY,0
19650129,REX,0
19650129,WAG,0
19650129,BA,1
19650129,UAL,1
19650129,ADS,1
19650129,CTL,1
19650129,ROP,0
19650129,TLC,0
19650129,ABT,1
19650129,CBS,1
19650129,RL,0
19650129,HD,0
19650129,XL,1
19650129,AMR,0
19650129,LK,1
19650129,WP,1
19650129,NEM,1
19650129,MCK,1
19650129,PFG,1
19650129,BIW,1
19650129,SGA,0
19650129,IP,1
19650129,BLL,0
19650129,PE,1
19650129,HOU,0
19650129,PFE,0
19650129,EMR,0
19650129,JNJ,0
19650129,GLW,1
19650129,PPG,0
19650129,PPL,1
19650129,MMM,0
19650129,MRK,1
19650129,MOT,0
19650129,MON,1
19650129,OEC,0
19650129,SCG,1
19650129,CVX,1
19650129,CMS,0
19650129,HLT,1
19650129,WPC,1
19650129,AWK,0
19650129,TXT,0
19650129,PEG,0
19650129,HAL,0
19650129,NSP,1
19650129,MSU,1
19650129,AEP,0
19650129,FPL,1
19650129,SIG,1
19650129,EQT,1
19650129,AA,1
19650129,NOC,1
19650129,RTN,0
19650129,UEP,1
19650129,ABC,0
19650129,ONG,1
19650129,CPB,1
19650129,DRE,0
19650129,WHR,1
19650129,HI,1
19650129,FOR,1
19650129,F,1
19650129,DOV,1
19650129,DAL,0
19650129,WEC,0
19650129,ADP,0
19650129,FLR,1
19650129,DIS,0
19650129,TGT,1
19650129,LTR,1
19650129,MAC,1
19650129,K,0
19650129,VAR,0
19650129,AMP,0
19650129,MAR,0
19650129,SPG,0
19650129,HWP,0
19650129,FOX,1
19650129,BAX,1
19650129,DUK,1
19650129,XRX,0
19650129,AZP,1
19650129,PKG,1
19650129,CNC,1
19650129,NSC,0
19650129,APD,0
19650129,VNO,0
19650129,KCG,0
19650129,FIS,0
19650129,HES,1
19650129,MET,1
19650129,ALK,0
19650129,AAP,0
19650129,BEN,0
19650129,CCI,0
19650129,CNP,1
19650129,FL,1
19650129,ZIO,0
19650129,HP,0
19650129,HIG,0
19650129,HST,0
19650129,HRL,1
19650129,IAO,0
19650129,IOG,0
19650129,MPC,0
19650129,SPY,0
19650129,MAS,1
19650129,MCO,1
19650129,MDT,1
19650129,NOV,0
19650129,NUE,1
19650129,OXY,1
19650129,PPL,0
19650129,PX,1
19650129,PM,0
19650129,PWR,1
19650129,PSX,1
19650129,CRG,1
19650129,SEE,0
19650129,SHW,0
19650129,STI,0
19650129,INX,0
19650129,VTR,1
19650129,BLG,1
19650129,NWL,1
19650129,WMB,0
19650129,EA,1
19650129,NOB,1
19650129,NI,0
19650129,PLD,0
19650129,AIL,0
19650129,APA,0
19650129,MAT,1
19650129,BDX,0
19650129,CA,0
19650129,WY,1
19650129,MOS,0
19650129,CSZ,0
19650129,CMI,0
19650129,IFF,0
19650129,PND,0
19650129,TL,0
19650129,ZY,0
19650129,CAG,1
19650129,CHD,0
19650129,CUM,1
19650129,PH,1
19650129,RE,0
19650129,CF,0
19650226,NCM,1
19650226,ACD,0
19650226,ABP,0
19650226,T,1
19650226,AME,1
19650226,A,0
19650226,ADM,1
19650226,DG,1
19650226,APC,0
19650226,CFG,1
19650226,CAH,0
19650226,C,1
19650226,KO,0
19650226,COG,0
19650226,ED,1
19650226,DTE,1
19650226,ENX,1
19650226,J,1
19650226,GD,0
19650226,GE,1
19650226,GM,1
19650226,IR,0
19650226,IBM,1
19650226,IT,1
19650226,KSU,1
19650226,MRO,1
19650226,M,1
19650226,MA,1
19650226,MGM,1
19650226,PCG,1
19650226,PEP,0
19650226,MO,0
19650226,P,1
19650226,PVH,0
19650226,SLB,1
19650226,L,1
19650226,HCA,0
19650226,SD,1
19650226,STX,1
19650226,TEL,1
19650226,UTX,0
19650226,X,1
19650226,VMC,1
19650226,WM,0
19650226,WU,0
19650226,WX,0
19650226,Z,1
19650226,MS,0
19650226,TXN,0
19650226,SCE,0
19650226,CI,1
19650226,DXC,0
19650226,DHI,1
19650226,GS,0
19650226,GT,0
19650226,HSY,0
19650226,KR,0
19650226,MES,0
19650226,GIS,0
19650226,ALL,0
19650226,HAT,0
19650226,MHP,1
19650226,KMB,1
19650226,UA,0
19650226,GPV,1
19650226,PG,1
19650226,ES,0
19650226,AHP,0
19650226,HON,0
19650226,SO,0
19650226,CTR,0
19650226,CL,1
19650226,ACN,1
19650226,BK,0
19650226,NV,1
19650226,FMC,0
19650226,D,0
19650226,DE,1
19650226,BMY,1
19650226,REX,0
19650226,WAG,0
19650226,BA,0
19650226,UAL,0
19650226,ADS,0
19650226,CTL,1
19650226,ROP,0
19650226,TLC,1
19650226,ABT,1
19650226,CBS,0
19650226,RL,1
19650226,HD,0
19650226,XL,1
19650226,AMR,0
19650226,LK,0
19650226,WP,1
19650226,NEM,0
19650226,MCK,0
19650226,PFG,1
19650226,BIW,0
19650226,SGA,1
19650226,IP,1
19650226,BLL,0
19650226,PE,1
19650226,HOU,1
19650226,PFE,1
19650226,EMR,0
19650226,JNJ,0
19650226,GLW,0
19650226,PPG,0
19650226,PPL,1
19650226,MMM,1
19650226,MRK,1
19650226,MOT,0
19650226,MON,1
19650226,OEC,1
19650226,SCG,1
19650226,CVX,1
19650226,CMS,1
19650226,HLT,0
19650226,WPC,0
19650226,AWK,0
19650226,TXT,1
19650226,PEG,1
19650226,HAL,0
19650226,NSP,1
19650226,MSU,1
19650226,AEP,1
19650226,FPL,1
19650226,SIG,0
19650226,EQT,0
19650226,AA,0
19650226,NOC,1
19650226,RTN,1
19650226,UEP,1
19650226,ABC,0
19650226,ONG,1
19650226,CPB,1
19650226,DRE,0
19650226,WHR,0
19650226,HI,0
19650226,FOR,1
19650226,F,1
19650226,DOV,0
19650226,DAL,0
19650226,WEC,1
19650226,ADP,0
19650226,FLR,0
19650226,DIS,0
19650226,TGT,1
19650226,LTR,0
19650226,MAC,0
19650226,K,0
19650226,VAR,0
19650226,AMP,1
19650226,MAR,1
19650226,SPG,1
19650226,HWP,0
19650226,FOX,1
19650226,BAX,1
19650226,DUK,0
19650226,XRX,0
19650226,AZP,0
19650226,PKG,1
19650226,CNC,0
19650226,NSC,1
19650226,APD,0
19650226,VNO,0
19650226,KCG,1
19650226,FIS,0
19650226,HES,1
19650226,MET,0
19650226,ALK,0
19650226,AAP,0
19650226,BEN,1
19650226,CCI,1
19650226,CNP,1
19650226,FL,0
19650226,ZIO,1
19650226,HP,0
19650226,HIG,1
19650226,HST,0
19650226,HRL,1
19650226,IAO,1
19650226,IOG,1
19650226,MPC,1
19650226,SPY,1
19650226,MAS,0
19650226,MCO,1
19650226,MDT,0
19650226,NOV,1
19650226,NUE,0
19650226,OXY,1
19650226,PPL,0
19650226,PX,1
19650226,PM,1
19650226,PWR,1
19650226,PSX,0
19650226,CRG,1
19650226,SEE,0
19650226,SHW,0
19650226,STI,1
19650226,INX,0
19650226,VTR,0
19650226,BLG,0
19650226,NWL,0
19650226,WMB,1
19650226,EA,0
19650226,NOB,0
19650226,NI,1
19650226,PLD,0
19650226,AIL,1
19650226,APA,0
19650226,MAT,0
19650226,BDX,0
19650226,CA,1
19650226,WY,0
19650226,MOS,1
19650226,CSZ,0
19650226,CMI,1
19650226,IFF,0
19650226,PND,0
19650226,TL,1
19650226,ZY,0
19650226,CAG,0
19650226,CHD,0
19650226,CUM,1
19650226,PH,1
19650226,RE,1
19650226,CF,1
19650331,NCM,0
19650331,ACD,1
19650331,ABP,1
19650331,T,1
19650331,AME,0
19650331,A,1
19650331,ADM,0
19650331,DG,0
19650331,APC,0
19650331,CFG,1
19650331,CAH,0
19650331,C,1
19650331,KO,1
19650331,COG,0
19650331,ED,1
19650331,DTE,0
19650331,ENX,0
19650331,J,1
19650331,GD,1
19650331,GE,0
19650331,GM,0
19650331,IR,1
19650331,IBM,0
19650331,IT,1
19650331,KSU,0
19650331,MRO,1
19650331,M,1
19650331,MA,0
19650331,MGM,0
19650331,PCG,0
19650331,PEP,0
19650331,MO,0
19650331,P,1
19650331,PVH,1
19650331,SLB,0
19650331,L,1
19650331,HCA,1
19650331,SD,1
19650331,STX,1
19650331,TEL,0
19650331,UTX,0
19650331,X,0
19650331,VMC,0
19650331,WM,0
19650331,WU,0
19650331,WX,1
19650331,Z,1
19650331,MS,0
19650331,TXN,1
19650331,SCE,0
19650331,CI,1
19650331,DXC,1
19650331,DHI,0
19650331,GS,0
19650331,GT,0
19650331,HSY,1
19650331,KR,0
19650331,MES,1
19650331,GIS,0
19650331,ALL,1
19650331,HAT,1
19650331,MHP,0
19650331,KMB,1
19650331,UA,0
19650331,GPV,1
19650331,PG,1
19650331,ES,0
19650331,AHP,1
19650331,HON,1
19650331,SO,0
19650331,CTR,1
19650331,CL,0
19650331,ACN,0
19650331,BK,1
19650331,NV,0
19650331,FMC,1
19650331,D,0
19650331,DE,0
19650331,BMY,0
19650331,REX,1
19650331,WAG,1
19650331,BA,1
19650331,UAL,0
19650331,ADS,0
19650331,CTL,1
19650331,ROP,0
19650331,TLC,0
19650331,ABT,0
19650331,CBS,1
19650331,RL,1
19650331,HD,1
19650331,XL,1
19650331,AMR,1
19650331,LK,0
19650331,WP,0
19650331,NEM,0
19650331,MCK,1
19650331,PFG,0
19650331,BIW,0
19650331,SGA,1
19650331,IP,0
19650331,BLL,0
19650331,PE,0
19650331,HOU,1
19650331,PFE,0
19650331,EMR,0
19650331,JNJ,0
19650331,GLW,1
19650331,PPG,1
19650331,PPL,0
19650331,MMM,0
19650331,MRK,0
19650331,MOT,0
19650331,MON,1
19650331,OEC,1
19650331,SCG,0
19650331,CVX,0
19650331,CMS,1
19650331,HLT,0
19650331,WPC,1
19650331,AWK,1
19650331,TXT,0
19650331,PEG,1
19650331,HAL,0
19650331,NSP,1
19650331,MSU,0
19650331,AEP,0
19650331,FPL,0
19650331,SIG,0
19650331,EQT,1
19650331,AA,1
19650331,NOC,1
19650331,RTN,1
19650331,UEP,1
19650331,ABC,0
19650331,ONG,0
19650331,CPB,1
19650331,DRE,1
19650331,WHR,0
19650331,HI,1
19650331,FOR,0
19650331,F,0
19650331,DOV,1
19650331,DAL,1
19650331,WEC,1
19650331,ADP,0
19650331,FLR,1
19650331,DIS,1
19650331,TGT,1
19650331,LTR,0
19650331,MAC,0
19650331,K,1
19650331,VAR,1
19650331,AMP,0
19650331,MAR,0
19650331,SPG,1
19650331,HWP,1
19650331,FOX,0
19650331,BAX,1
19650331,DUK,0
19650331,XRX,1
19650331,AZP,0
19650331,PKG,0
19650331,CNC,1
19650331,NSC,0
19650331,APD,0
19650331,VNO,0
19650331,KCG,1
19650331,FIS,0
19650331,HES,1
19650331,MET,1
19650331,ALK,0
19650331,AAP,1
19650331,BEN,0
19650331,CCI,0
19650331,CNP,0
19650331,FL,0
19650331,ZIO,1
19650331,HP,1
19650331,HIG,0
19650331,HRL,1
19650331,IAO,1
19650331,IOG,1
19650331,MPC,1
19650331,SPY,1
19650331,MAS,1
19650331,MCO,0
19650331,MDT,0
19650331,NOV,0
19650331,NUE,0
19650331,OXY,1
19650331,PPL,1
19650331,PX,1
19650331,PM,1
19650331,PWR,0
19650331,PSX,0
19650331,CRG,1
19650331,SEE,1
19650331,SHW,1
19650331,STI,0
19650331,INX,1
19650331,VTR,1
19650331,BLG,1
19650331,NWL,1
19650331,WMB,1
19650331,EA,1
19650331,NOB,0
19650331,NI,1
19650331,PLD,1
19650331,AIL,1
19650331,APA,0
19650331,MAT,1
19650331,BDX,1
19650331,CA,0
19650331,WY,0
19650331,MOS,0
19650331,CSZ,0
19650331,CMI,1
19650331,IFF,1
19650331,PND,0
19650331,TL,0
19650331,ZY,1
19650331,CAG,1
19650331,CHD,0
19650331,CUM,0
19650331,PH,0
19650331,RE,1
19650331,,0
19650331,CF,0
19650430,NCM,0
19650430,ACD,1
19650430,ABP,1
19650430,T,1
19650430,AME,0
19650430,A,0
19650430,ADM,0
19650430,DG,1
19650430,APC,0
19650430,CFG,1
19650430,CAH,0
19650430,C,1
19650430,KO,0
19650430,COG,1
19650430,ED,1
19650430,DTE,1
19650430,ENX,0
19650430,J,1
19650430,GD,0
19650430,GE,0
19650430,GM,0
19650430,IR,0
19650430,IBM,0
19650430,IT,1
19650430,KSU,1
19650430,MRO,1
19650430,M,1
19650430,MA,0
19650430,MGM,0
19650430,PCG,0
19650430,PEP,0
19650430,MO,0
19650430,P,1
19650430,PVH,0
19650430,SLB,1
19650430,L,0
19650430,HCA,0
19650430,SD,1
19650430,STX,1
19650430,TEL,1
19650430,UTX,0
19650430,X,1
19650430,VMC,1
19650430,WM,1
19650430,WU,0
19650430,WX,0
19650430,Z,0
19650430,MS,1
19650430,TXN,0
19650430,SCE,1
19650430,CI,1
19650430,DXC,1
19650430,DHI,1
19650430,GS,1
19650430,GT,1
19650430,HSY,1
19650430,KR,1
19650430,MES,0
19650430,GIS,0
19650430,ALL,1
19650430,HAT,1
19650430,MHP,1
19650430,KMB,1
19650430,UA,0
19650430,GPS,1
19650430,PG,1
19650430,ES,1
19650430,AHP,1
19650430,HON,1
19650430,SO,1
19650430,CTR,0
19650430,CL,1
19650430,ACN,1
19650430,BK,0
19650430,NV,0
19650430,FMC,0
19650430,D,1
19650430,DE,1
19650430,BMY,0
19650430,REX,0
19650430,WAG,0
19650430,BA,0
19650430,UAL,0
19650430,ADS,1
19650430,CTL,1
19650430,ROP,0
19650430,TLC,1
19650430,ABT,0
19650430,CBS,1
19650430,RL,1
19650430,HD,1
19650430,XL,0
19650430,AMR,0
19650430,LK,0
19650430,WP,1
19650430,NEM,0
19650430,MCK,1
19650430,PFG,1
19650430,BIW,0
19650430,SGA,1
19650430,IP,0
19650430,BLL,0
19650430,PE,1
19650430,HOU,1
19650430,PFE,0
19650430,EMR,0
19650430,JNJ,0
19650430,GLW,1
19650430,PPG,0
19650430,PPL,1
19650430,MMM,1
19650430,MRK,0
19650430,MOT,0
19650430,MON,0
19650430,OEC,0
19650430,SCG,1
19650430,CVX,1
19650430,CMS,1
19650430,HLT,0
19650430,WPC,0
19650430,AWK,0
19650430,TXT,0
19650430,PEG,1
19650430,HAL,0
19650430,NSP,1
19650430,MSU,1
19650430,AEP,1
19650430,FPL,1
19650430,SIG,1
19650430,EQT,1
19650430,AA,0
19650430,NOC,0
19650430,RTN,1
19650430,UEP,0
19650430,ABC,0
19650430,ONG,1
19650430,CPB,1
19650430,DRE,1
19650430,WHR,0
19650430,HI,0
19650430,FOR,0
19650430,F,0
